source,target,weight,e_type
1248964680544145400,76060826,1.0,MENTIONS
1248964680544145400,450714598,1.0,MENTIONS
1248964680544145400,213380410,1.0,MENTIONS
1248964680544145400,1294455999361933313,1.0,MENTIONS
1248964680544145400,49849732,1.0,MENTIONS
237365340,592869404,1.0,MENTIONS
1338338128382320600,18441350,1.0,MENTIONS
1338338128382320600,887122814716739584,1.0,MENTIONS
1338338128382320600,154263029,2.0,MENTIONS
1338338128382320600,1582957429163233282,1.0,MENTIONS
67813350,154263029,1.0,MENTIONS
136372401,20560294,1.0,MENTIONS
136372401,67763981,1.0,MENTIONS
302067145,1024791827457761280,1.0,MENTIONS
302067145,1032301094557376512,2.0,MENTIONS
302067145,1748180616,1.0,MENTIONS
1153663990473662500,429363031,1.0,MENTIONS
1639736104663351300,87266285,1.0,MENTIONS
1639736104663351300,49849732,1.0,MENTIONS
1626715849410109400,10228272,1.0,MENTIONS
1638173289599373300,1625577357883875328,1.0,MENTIONS
1487266387940814800,141762845,1.0,MENTIONS
1487266387940814800,537866220,1.0,MENTIONS
1114494966,49849732,1.0,MENTIONS
1114494966,260871480,2.0,MENTIONS
1114494966,506106288,1.0,MENTIONS
1114494966,179584524,1.0,MENTIONS
1583477183116464000,76060826,1.0,MENTIONS
114286655,76060826,1.0,MENTIONS
114286655,484123544,1.0,MENTIONS
1182517390762037200,459703392,2.0,MENTIONS
1182517390762037200,242425204,1.0,MENTIONS
1182517390762037200,473338133,1.0,MENTIONS
1182517390762037200,736101649,1.0,MENTIONS
1182517390762037200,732690384942465025,1.0,MENTIONS
1182517390762037200,1117652316,1.0,MENTIONS
459703392,506106288,1.0,MENTIONS
459703392,260871480,3.0,MENTIONS
459703392,154263029,1.0,MENTIONS
459703392,179584524,3.0,MENTIONS
459703392,47963334,1.0,MENTIONS
459703392,76060826,1.0,MENTIONS
459703392,484123544,1.0,MENTIONS
459703392,429363031,1.0,MENTIONS
459703392,150902859,1.0,MENTIONS
229468495,154263029,1.0,MENTIONS
1746560401,61925350,1.0,MENTIONS
1746560401,362129547,1.0,MENTIONS
1746560401,1285660135147417601,1.0,MENTIONS
1746560401,154263029,1.0,MENTIONS
362129547,179584524,1.0,MENTIONS
362129547,76060826,1.0,MENTIONS
362129547,154263029,1.0,MENTIONS
362129547,260871480,1.0,MENTIONS
1561799656534859800,154263029,1.0,MENTIONS
88947143,154263029,1.0,MENTIONS
88947143,38565678,1.0,MENTIONS
35923277,154263029,4.0,MENTIONS
35923277,1430948335976951827,1.0,MENTIONS
35923277,4062593254,1.0,MENTIONS
35923277,132717020,1.0,MENTIONS
35923277,1438861983852515337,1.0,MENTIONS
35923277,181297547,1.0,MENTIONS
35923277,313067417,1.0,MENTIONS
35923277,1544711873001656320,1.0,MENTIONS
35923277,100583387,1.0,MENTIONS
959747719,429363031,1.0,MENTIONS
1158106158806261800,49849732,1.0,MENTIONS
1158106158806261800,260871480,1.0,MENTIONS
802266761458544600,154263029,1.0,MENTIONS
1584764606752428000,76060826,1.0,MENTIONS
1584764606752428000,154263029,1.0,MENTIONS
1584764606752428000,260871480,1.0,MENTIONS
942035196,1506695708727984129,1.0,MENTIONS
499093163,154263029,1.0,MENTIONS
499093163,1360297518,1.0,MENTIONS
1390175739887165400,154263029,1.0,MENTIONS
50879393,1586079487,1.0,MENTIONS
2862503751,66818875,1.0,MENTIONS
1733689009,48356019,1.0,MENTIONS
180837635,201292292,1.0,MENTIONS
136763692,154263029,1.0,MENTIONS
136763692,192321457,1.0,MENTIONS
136763692,1520413252542414854,1.0,MENTIONS
136763692,1242282247,1.0,MENTIONS
158467960,154263029,1.0,MENTIONS
129522201,154263029,1.0,MENTIONS
129522201,484123544,1.0,MENTIONS
1684724779,154263029,8.0,MENTIONS
1684724779,76060826,2.0,MENTIONS
61964712,154263029,1.0,MENTIONS
1521163790846505000,154263029,1.0,MENTIONS
144931300,154263029,1.0,MENTIONS
144931300,52819651,1.0,MENTIONS
342388995,154263029,6.0,MENTIONS
138070668,154263029,1.0,MENTIONS
138070668,133945128,1.0,MENTIONS
138070668,68876415,1.0,MENTIONS
138070668,138070668,1.0,MENTIONS
200267797,68876415,1.0,MENTIONS
200267797,138070668,1.0,MENTIONS
1290838896679555000,1485419634,1.0,MENTIONS
1290838896679555000,154263029,1.0,MENTIONS
264553283,64419705,1.0,MENTIONS
1625857754824056800,154263029,3.0,MENTIONS
1233425988857553000,142934693,1.0,MENTIONS
1233425988857553000,100583387,1.0,MENTIONS
1233425988857553000,260871480,4.0,MENTIONS
1233425988857553000,1220529192032448512,6.0,MENTIONS
1233425988857553000,143924206,1.0,MENTIONS
1233425988857553000,378697967,2.0,MENTIONS
1233425988857553000,154263029,5.0,MENTIONS
1233425988857553000,4661236941,1.0,MENTIONS
1233425988857553000,325851006,1.0,MENTIONS
132922662,260871480,1.0,MENTIONS
132922662,179584524,1.0,MENTIONS
339385886,76060826,1.0,MENTIONS
90950475,154263029,3.0,MENTIONS
2666898235,2424482096,1.0,MENTIONS
89251852,325851006,1.0,MENTIONS
89251852,50651755,1.0,MENTIONS
89251852,113739211,1.0,MENTIONS
89251852,154263029,1.0,MENTIONS
261915434,17663776,1.0,MENTIONS
1078338146402816000,197555620,1.0,MENTIONS
1078338146402816000,260871480,1.0,MENTIONS
839868036978987000,368198589,1.0,MENTIONS
839868036978987000,154263029,1.0,MENTIONS
839868036978987000,312887235,1.0,MENTIONS
169952721,67763981,1.0,MENTIONS
169952721,49849732,1.0,MENTIONS
33953550,312887235,1.0,MENTIONS
33953550,197922102,1.0,MENTIONS
218621414,260871480,2.0,MENTIONS
218621414,179584524,2.0,MENTIONS
218621414,325851006,1.0,MENTIONS
218621414,154263029,1.0,MENTIONS
218621414,312887235,1.0,MENTIONS
218621414,49849732,1.0,MENTIONS
79788982,154263029,1.0,MENTIONS
1090259457538285600,133945128,1.0,MENTIONS
1090259457538285600,179584524,1.0,MENTIONS
1090259457538285600,260871480,1.0,MENTIONS
872323346,738841057,1.0,MENTIONS
1614395691119382500,154263029,1.0,MENTIONS
1317872229196202000,20560294,1.0,MENTIONS
1317872229196202000,592869404,1.0,MENTIONS
1317872229196202000,150902859,1.0,MENTIONS
170120418,1050603855489032192,1.0,MENTIONS
170120418,3641688916,1.0,MENTIONS
170120418,97215135,1.0,MENTIONS
170120418,220879031,1.0,MENTIONS
1085160486558187500,154263029,1.0,MENTIONS
39322843,154263029,1.0,MENTIONS
39322843,76060826,1.0,MENTIONS
39322843,260871480,1.0,MENTIONS
569180795,154263029,1.0,MENTIONS
1066037391994089500,33884545,2.0,MENTIONS
294394298,133945128,1.0,MENTIONS
80403388,83663399,1.0,MENTIONS
80403388,154263029,1.0,MENTIONS
2590648710,154263029,2.0,MENTIONS
2590648710,1101602717095653376,1.0,MENTIONS
1417350957650825200,806290808009789440,1.0,MENTIONS
1204789344571183000,154263029,1.0,MENTIONS
221378668,1667901978,1.0,MENTIONS
2473349964,3291553096,1.0,MENTIONS
3362694190,154263029,1.0,MENTIONS
342345436,76060826,1.0,MENTIONS
342345436,484123544,1.0,MENTIONS
102759477,154263029,2.0,MENTIONS
1262876486,154263029,1.0,MENTIONS
1262876486,506106288,1.0,MENTIONS
1557612090361348000,260871480,1.0,MENTIONS
846735474714726400,154263029,1.0,MENTIONS
1433195090072293400,307532378,1.0,MENTIONS
1433195090072293400,1248754012062613504,1.0,MENTIONS
596539015,154263029,1.0,MENTIONS
380668441,154263029,1.0,MENTIONS
55258041,154263029,1.0,MENTIONS
66359841,154263029,1.0,MENTIONS
66359841,260871480,1.0,MENTIONS
1379175705490161700,296304120,1.0,MENTIONS
1379175705490161700,141762845,1.0,MENTIONS
1379175705490161700,260871480,1.0,MENTIONS
1026586165502197800,49849732,1.0,MENTIONS
818853128254718000,154263029,1.0,MENTIONS
1584871877738201000,154263029,1.0,MENTIONS
1584871877738201000,260871480,1.0,MENTIONS
1584871877738201000,179584524,1.0,MENTIONS
321520838,260871480,1.0,MENTIONS
4838051302,154263029,1.0,MENTIONS
193768349,154263029,1.0,MENTIONS
295457378,67763981,1.0,MENTIONS
295457378,118139462,1.0,MENTIONS
295457378,592869404,1.0,MENTIONS
295457378,327815259,1.0,MENTIONS
1532383788042535000,325851006,1.0,MENTIONS
74236828,312887235,4.0,MENTIONS
74236828,429363031,3.0,MENTIONS
74236828,154263029,1.0,MENTIONS
74236828,260871480,2.0,MENTIONS
74236828,1667890820,1.0,MENTIONS
74236828,1220529192032448512,1.0,MENTIONS
74236828,455831037,1.0,MENTIONS
877582888224653300,1245008065,1.0,MENTIONS
877582888224653300,703761497562943488,1.0,MENTIONS
877582888224653300,4291306874,1.0,MENTIONS
877582888224653300,4668801257,1.0,MENTIONS
1252736652579143700,19236074,2.0,MENTIONS
1252736652579143700,325851006,1.0,MENTIONS
1252736652579143700,154263029,1.0,MENTIONS
1252736652579143700,717823501437108224,1.0,MENTIONS
1252736652579143700,259905646,1.0,MENTIONS
357285561,154263029,1.0,MENTIONS
1093599162,296863250,1.0,MENTIONS
1093599162,49849732,1.0,MENTIONS
1093599162,1542470779220131840,1.0,MENTIONS
1093599162,346151846,1.0,MENTIONS
1093599162,126204564,1.0,MENTIONS
1531855320263295000,154263029,2.0,MENTIONS
1531855320263295000,260871480,1.0,MENTIONS
1531855320263295000,89521368,1.0,MENTIONS
1531855320263295000,76056278,1.0,MENTIONS
1531855320263295000,180391444,1.0,MENTIONS
56385497,197555620,2.0,MENTIONS
185385189,79483727,1.0,MENTIONS
79483727,325851006,1.0,MENTIONS
1361852117141586000,10228272,1.0,MENTIONS
82754776,17813487,1.0,MENTIONS
82754776,602853869,1.0,MENTIONS
82754776,626510718,1.0,MENTIONS
1061451601632747500,312887235,1.0,MENTIONS
769963993020698600,174049509,1.0,MENTIONS
769963993020698600,77653794,1.0,MENTIONS
2231696656,260871480,1.0,MENTIONS
3044663771,100583387,1.0,MENTIONS
2358452346,256186607,1.0,MENTIONS
2358452346,49849732,1.0,MENTIONS
2358452346,602853869,1.0,MENTIONS
1362922658,296931216,1.0,MENTIONS
296931216,154263029,1.0,MENTIONS
1044786984873594900,459703392,1.0,MENTIONS
1044786984873594900,260871480,1.0,MENTIONS
1044786984873594900,506106288,1.0,MENTIONS
3720569655,77653794,1.0,MENTIONS
57348936,154263029,1.0,MENTIONS
1394637195533856800,707322299838570497,1.0,MENTIONS
1394637195533856800,325851006,1.0,MENTIONS
1394637195533856800,249320407,1.0,MENTIONS
1217468155,49849732,1.0,MENTIONS
1217468155,1430537077146464260,1.0,MENTIONS
1217468155,260871480,1.0,MENTIONS
1188647139485851600,138813733,1.0,MENTIONS
1548352843987292200,40098182,1.0,MENTIONS
1548352843987292200,192941442,1.0,MENTIONS
1548352843987292200,1558128775275102210,1.0,MENTIONS
1320045857459310600,473338133,1.0,MENTIONS
284305634,153055530,3.0,MENTIONS
284305634,1580291474029174784,2.0,MENTIONS
284305634,1485429247,2.0,MENTIONS
284305634,1975786448,1.0,MENTIONS
219750775,179584524,1.0,MENTIONS
1644013222213607400,154263029,3.0,MENTIONS
1644013222213607400,260871480,1.0,MENTIONS
1271633448881578000,76060826,1.0,MENTIONS
1143747307,1333793776599371778,1.0,MENTIONS
88344706,9633802,1.0,MENTIONS
981510538252439600,49849732,1.0,MENTIONS
981510538252439600,179584524,1.0,MENTIONS
717823501437108200,260871480,1.0,MENTIONS
717823501437108200,179584524,1.0,MENTIONS
717823501437108200,76060826,1.0,MENTIONS
113660988,49849732,1.0,MENTIONS
113660988,260871480,1.0,MENTIONS
113660988,506106288,1.0,MENTIONS
149178822,49849732,1.0,MENTIONS
537866220,1316792082,1.0,MENTIONS
1896221305,296304120,1.0,MENTIONS
49411494,260871480,1.0,MENTIONS
49411494,179584524,1.0,MENTIONS
1508514621480743000,49849732,1.0,MENTIONS
809663108,154263029,1.0,MENTIONS
271033419,1624468212,1.0,MENTIONS
131596061,126672796,1.0,MENTIONS
1597393808450273300,506106288,1.0,MENTIONS
1597393808450273300,260871480,1.0,MENTIONS
39204034,49849732,1.0,MENTIONS
39204034,260871480,1.0,MENTIONS
39204034,506106288,1.0,MENTIONS
1723482122,226036772,1.0,MENTIONS
1723482122,747533131,1.0,MENTIONS
1723482122,260871480,1.0,MENTIONS
1723482122,179584524,1.0,MENTIONS
226036772,1723482122,1.0,MENTIONS
226036772,260871480,1.0,MENTIONS
226036772,179584524,1.0,MENTIONS
214525432,1333793776599371778,1.0,MENTIONS
50582700,260871480,1.0,MENTIONS
50582700,179584524,1.0,MENTIONS
80306644,154263029,2.0,MENTIONS
1504845500746449000,179584524,1.0,MENTIONS
119220587,84163877,1.0,MENTIONS
1382868272509546500,260871480,2.0,MENTIONS
1382868272509546500,154263029,2.0,MENTIONS
1382868272509546500,185385189,1.0,MENTIONS
114840704,783214,1.0,MENTIONS
114840704,154263029,1.0,MENTIONS
437234133,1218672311303274496,1.0,MENTIONS
771507729353629700,810682733198528512,1.0,MENTIONS
771507729353629700,10228272,1.0,MENTIONS
771507729353629700,90197445,1.0,MENTIONS
771507729353629700,1289012016540254215,1.0,MENTIONS
771507729353629700,153528231,1.0,MENTIONS
771507729353629700,73024871,1.0,MENTIONS
771507729353629700,123284016,1.0,MENTIONS
191283736,154263029,1.0,MENTIONS
1583242478,154263029,1.0,MENTIONS
1583242478,260871480,1.0,MENTIONS
431606047,850724445958406144,1.0,MENTIONS
431606047,301540491,1.0,MENTIONS
531615634,154263029,1.0,MENTIONS
1219108132896592000,596814719,1.0,MENTIONS
129126667,79483727,1.0,MENTIONS
268488658,154263029,2.0,MENTIONS
786362220942725100,76060826,1.0,MENTIONS
425510096,154263029,1.0,MENTIONS
2906614005,154263029,1.0,MENTIONS
3941240837,154263029,1.0,MENTIONS
293803989,2853492725,1.0,MENTIONS
38310063,154263029,1.0,MENTIONS
249320407,325851006,2.0,MENTIONS
249320407,17813487,1.0,MENTIONS
249320407,179584524,2.0,MENTIONS
249320407,484123544,1.0,MENTIONS
249320407,49849732,1.0,MENTIONS
1127738554480775200,345214995,1.0,MENTIONS
1127738554480775200,2202387091,1.0,MENTIONS
978727978765987800,19667766,1.0,MENTIONS
978727978765987800,260871480,1.0,MENTIONS
978727978765987800,16025112,1.0,MENTIONS
1371981619041607700,778261949654130689,1.0,MENTIONS
116962530,1491856925025259525,1.0,MENTIONS
116962530,154263029,1.0,MENTIONS
116962530,260871480,1.0,MENTIONS
116962530,49849732,1.0,MENTIONS
116962530,179584524,1.0,MENTIONS
79603494,971926094,1.0,MENTIONS
79603494,260871480,1.0,MENTIONS
79603494,179584524,1.0,MENTIONS
1570266163677896700,17813487,1.0,MENTIONS
1570266163677896700,19236074,1.0,MENTIONS
1570266163677896700,260871480,1.0,MENTIONS
1570266163677896700,179584524,1.0,MENTIONS
1570266163677896700,312887235,1.0,MENTIONS
822509356788940800,179584524,1.0,MENTIONS
822509356788940800,133112225,1.0,MENTIONS
822509356788940800,260871480,1.0,MENTIONS
822509356788940800,312887235,1.0,MENTIONS
259905646,259905646,1.0,MENTIONS
259905646,260871480,1.0,MENTIONS
1616470034506735600,260871480,1.0,MENTIONS
1151160413247201300,154263029,1.0,MENTIONS
1151160413247201300,260871480,1.0,MENTIONS
1151160413247201300,1135672178324754435,1.0,MENTIONS
1151160413247201300,123593232,1.0,MENTIONS
120757581,154263029,1.0,MENTIONS
120757581,19236074,1.0,MENTIONS
1358888111258935300,150902859,1.0,MENTIONS
1475277257673425000,971926094,1.0,MENTIONS
1475277257673425000,79603494,1.0,MENTIONS
1475277257673425000,179584524,1.0,MENTIONS
1475277257673425000,260871480,1.0,MENTIONS
1141880246855241700,133112225,1.0,MENTIONS
1141880246855241700,260871480,1.0,MENTIONS
2416088443,49849732,1.0,MENTIONS
352050284,49849732,1.0,MENTIONS
352050284,77653794,1.0,MENTIONS
950506807042113500,49849732,1.0,MENTIONS
2334137358,17813487,1.0,MENTIONS
2304976584,1412101998799904773,1.0,MENTIONS
2304976584,592869404,1.0,MENTIONS
2304976584,67763981,1.0,MENTIONS
1349092180531568600,2424482096,1.0,MENTIONS
850724445958406100,150902859,1.0,MENTIONS
850724445958406100,126672796,1.0,MENTIONS
832953517,113739211,1.0,MENTIONS
832953517,22276965,1.0,MENTIONS
181801361,150902859,3.0,MENTIONS
181801361,260871480,1.0,MENTIONS
181801361,730879083194777601,1.0,MENTIONS
181801361,429363031,1.0,MENTIONS
181801361,179584524,1.0,MENTIONS
181801361,49849732,1.0,MENTIONS
181801361,1358888111258935300,1.0,MENTIONS
181801361,1616288850,1.0,MENTIONS
1593636764496937000,429363031,1.0,MENTIONS
1593636764496937000,154263029,1.0,MENTIONS
1593636764496937000,150902859,1.0,MENTIONS
4138287261,67763981,1.0,MENTIONS
118190586,49849732,1.0,MENTIONS
118190586,179584524,1.0,MENTIONS
118190586,260871480,1.0,MENTIONS
594687133,592869404,1.0,MENTIONS
1280942147034890200,20560294,1.0,MENTIONS
187756752,189606278,1.0,MENTIONS
187756752,484123544,1.0,MENTIONS
1238512436183019500,154263029,1.0,MENTIONS
1238512436183019500,717040048,1.0,MENTIONS
1238512436183019500,2336831455,1.0,MENTIONS
1591910701349601300,69432342,1.0,MENTIONS
1591910701349601300,260871480,1.0,MENTIONS
1591910701349601300,49849732,1.0,MENTIONS
1591910701349601300,312887235,1.0,MENTIONS
1591910701349601300,77653794,1.0,MENTIONS
