source,target,weight,e_type
1276274916661309400,armero,1.0,HASHTAGS
1276274916661309400,prevencióndedesastres,1.0,HASHTAGS
1276274916661309400,colombia,1.0,HASHTAGS
1276274916661309400,hilo,1.0,HASHTAGS
34639484,mundodl,1.0,HASHTAGS
34639484,diariolibre,1.0,HASHTAGS
34639484,evacuación,1.0,HASHTAGS
34639484,colombia,1.0,HASHTAGS
34639484,volcán,1.0,HASHTAGS
34639484,volcánnevadodelruiz,1.0,HASHTAGS
628466594,volcannevadodelruiz,1.0,HASHTAGS
628466594,nevadodelruiz,1.0,HASHTAGS
628466594,elleondormido,1.0,HASHTAGS
2590648710,erupción,2.0,HASHTAGS
2590648710,volcánnevadodelruiz,4.0,HASHTAGS
2590648710,nevadodelruiz,7.0,HASHTAGS
2590648710,tragedia,1.0,HASHTAGS
2590648710,armero,1.0,HASHTAGS
2590648710,erupciones,1.0,HASHTAGS
2590648710,conocimientocientífico,1.0,HASHTAGS
2590648710,volcánica,1.0,HASHTAGS
2590648710,volcán,2.0,HASHTAGS
2590648710,desastres,1.0,HASHTAGS
2590648710,evacuación,2.0,HASHTAGS
2590648710,emergencia,1.0,HASHTAGS
2590648710,icbf,1.0,HASHTAGS
2590648710,riesgo,1.0,HASHTAGS
2590648710,simulacros,1.0,HASHTAGS
2590648710,gobierno,1.0,HASHTAGS
2590648710,tolima,1.0,HASHTAGS
2590648710,caldas,1.0,HASHTAGS
2590648710,sgc,1.0,HASHTAGS
2590648710,sgcvolcanes,1.0,HASHTAGS
2590648710,sgcexplica,1.0,HASHTAGS
1234943918229393400,nevadodelruiz,13.0,HASHTAGS
1234943918229393400,colombia,6.0,HASHTAGS
1234943918229393400,geólogos,2.0,HASHTAGS
1234943918229393400,tolima,2.0,HASHTAGS
31907515,colombia,1.0,HASHTAGS
31907515,nevadodelruiz,1.0,HASHTAGS
791800207,volcannevadodelruiz,1.0,HASHTAGS
791800207,nevadodelruiz,11.0,HASHTAGS
986634793952608300,revistagestióncolombia,3.0,HASHTAGS
986634793952608300,sgc,1.0,HASHTAGS
986634793952608300,nevadodelruiz,3.0,HASHTAGS
986634793952608300,volcán,1.0,HASHTAGS
986634793952608300,alertanaranja,1.0,HASHTAGS
986634793952608300,caldas,1.0,HASHTAGS
986634793952608300,parquedelosnevados,1.0,HASHTAGS
986634793952608300,evacuación,1.0,HASHTAGS
2350232347,manizales,1.0,HASHTAGS
2350232347,nevadodelruiz,2.0,HASHTAGS
2350232347,atención,1.0,HASHTAGS
174018850,volcannevadodelruiz,1.0,HASHTAGS
223861422,gobiernodelcambio,1.0,HASHTAGS
223861422,nevadodelruiz,1.0,HASHTAGS
592869404,nevadodelruiz,11.0,HASHTAGS
592869404,calamidadpública,1.0,HASHTAGS
592869404,alertanaranja,1.0,HASHTAGS
592869404,manizales,1.0,HASHTAGS
300815030,caracolinforma,1.0,HASHTAGS
300815030,volcannevadodelruiz,1.0,HASHTAGS
300815030,lasmásleídas,1.0,HASHTAGS
300815030,nevadodelruiz,2.0,HASHTAGS
300815030,semanasanta,1.0,HASHTAGS
1299023892938449000,gobernación,1.0,HASHTAGS
1299023892938449000,caldas,1.0,HASHTAGS
1299023892938449000,volcannevadodelruiz,2.0,HASHTAGS
1299023892938449000,noticiasdehoy,2.0,HASHTAGS
1299023892938449000,colombia,2.0,HASHTAGS
1299023892938449000,volcan,2.0,HASHTAGS
1299023892938449000,actualidad,1.0,HASHTAGS
1299023892938449000,noticiasdelmundo,1.0,HASHTAGS
1299023892938449000,alertanacional,1.0,HASHTAGS
1299023892938449000,informacionparati,1.0,HASHTAGS
1299023892938449000,ibague,1.0,HASHTAGS
1299023892938449000,información,1.0,HASHTAGS
1299023892938449000,informacióndeinterés,1.0,HASHTAGS
179277120,colombia,1.0,HASHTAGS
179277120,volcannevadodelruiz,1.0,HASHTAGS
1338338128382320600,volcannevadodelruiz,1.0,HASHTAGS
1338338128382320600,nevadodelruiz,5.0,HASHTAGS
701480719407784000,volcannevadodelruiz,1.0,HASHTAGS
701480719407784000,colombiaenalerta,1.0,HASHTAGS
1348822427636297700,volcannevadodelruiz,2.0,HASHTAGS
1348822427636297700,erupcion,1.0,HASHTAGS
1348822427636297700,nevadodelruíz,1.0,HASHTAGS
103067293,volcánnevadodelruiz,1.0,HASHTAGS
1229261118062895000,mundo,1.0,HASHTAGS
1229261118062895000,colombia,1.0,HASHTAGS
1229261118062895000,servicogeológicocolombiano,1.0,HASHTAGS
1229261118062895000,volcánnevadodelruiz,1.0,HASHTAGS
1229261118062895000,laoctavabo,1.0,HASHTAGS
167513910,atentos,1.0,HASHTAGS
167513910,volcannevadodelruiz,2.0,HASHTAGS
284066295,volcannevadodelruiz,1.0,HASHTAGS
227875684,nevadodelruiz,2.0,HASHTAGS
227875684,volcan,1.0,HASHTAGS
227875684,volcannevadodelruiz,1.0,HASHTAGS
227875684,caldas,1.0,HASHTAGS
1006969922424049700,nevadodelruiz,5.0,HASHTAGS
1006969922424049700,tolima,1.0,HASHTAGS
1006969922424049700,sgc,2.0,HASHTAGS
1006969922424049700,alertanaranja,2.0,HASHTAGS
155703444,volcánenalerta,1.0,HASHTAGS
155703444,nevadodelruiz,1.0,HASHTAGS
1531355547756290000,vocerodelcaribe,1.0,HASHTAGS
1531355547756290000,colombianos,1.0,HASHTAGS
1531355547756290000,nevadodelruíz,1.0,HASHTAGS
229812269,volcannevadodelruiz,1.0,HASHTAGS
1479755708392423400,laotraversion,1.0,HASHTAGS
1479755708392423400,31marzo,1.0,HASHTAGS
1479755708392423400,ultimahora,1.0,HASHTAGS
1479755708392423400,volcannevadodelruiz,1.0,HASHTAGS
1479755708392423400,colombia,1.0,HASHTAGS
1479590700245303300,últimominuto,2.0,HASHTAGS
1479590700245303300,geoamenazas,1.0,HASHTAGS
1479590700245303300,volcánnevadodelruiz,2.0,HASHTAGS
1479590700245303300,armero,1.0,HASHTAGS
1479590700245303300,colombia,3.0,HASHTAGS
1479590700245303300,funaldinosas,2.0,HASHTAGS
1479590700245303300,alertanaranja,1.0,HASHTAGS
1241526008823636000,volcánnevadodelruiz,1.0,HASHTAGS
1299523510373621800,internacionales,1.0,HASHTAGS
1299523510373621800,colombia,1.0,HASHTAGS
1299523510373621800,alertanaranja,1.0,HASHTAGS
1299523510373621800,volcánnevadodelruiz,1.0,HASHTAGS
869424536982351900,atención,1.0,HASHTAGS
869424536982351900,volcannevadodelruiz,1.0,HASHTAGS
869424536982351900,volcan,2.0,HASHTAGS
869424536982351900,nevadodelruiz,1.0,HASHTAGS
869424536982351900,noticias,1.0,HASHTAGS
869424536982351900,shorts,1.0,HASHTAGS
1045455303385460700,atención,1.0,HASHTAGS
1045455303385460700,volcannevadodelruiz,1.0,HASHTAGS
1626654561338368000,nevadodelruiz,1.0,HASHTAGS
1626654561338368000,tolima,1.0,HASHTAGS
1626654561338368000,volcannevadodelruiz,1.0,HASHTAGS
1326573643351150600,volcannevadodelruiz,3.0,HASHTAGS
794174389,alertanaranja,2.0,HASHTAGS
794174389,volcannevadodelruiz,1.0,HASHTAGS
794174389,preparadosparaactuar,1.0,HASHTAGS
794174389,nevadodelruiz,1.0,HASHTAGS
794174389,volcánenaccion,1.0,HASHTAGS
61925350,atención,1.0,HASHTAGS
61925350,volcánnevadodelruiz,5.0,HASHTAGS
61925350,nevadodelruiz,8.0,HASHTAGS
61925350,tolima,1.0,HASHTAGS
61925350,naranja,2.0,HASHTAGS
61925350,loúltimo,1.0,HASHTAGS
61925350,rojo,1.0,HASHTAGS
61925350,tragedia,1.0,HASHTAGS
61925350,vídeo,1.0,HASHTAGS
274541144,atención,1.0,HASHTAGS
274541144,volcánnevadodelruiz,5.0,HASHTAGS
274541144,nevadodelruiz,2.0,HASHTAGS
274541144,tolima,1.0,HASHTAGS
274541144,naranja,2.0,HASHTAGS
274541144,loúltimo,1.0,HASHTAGS
274541144,rojo,1.0,HASHTAGS
